algo,n,avg_ns,median_ns,std_ns,count
boyermoore,100000,342320,00,359500,00,54905,88,10
boyermoore,1000,85710,00,89450,00,8317,02,10
boyermoore,10000,203930,00,174450,00,119263,60,10
boyermoore,100,10760,00,11300,00,1434,71,10
